,date,home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,tournament,city,country,neutral_location,shoot_out,home_team_result,home_team_goalkeeper_score,away_team_goalkeeper_score,home_team_mean_defense_score,home_team_mean_offense_score,home_team_mean_midfield_score,away_team_mean_defense_score,away_team_mean_offense_score,away_team_mean_midfield_score,year,home_win,home_draw,home_lose,home_Total_OVA,home_ATT_OVA,home_MID_OVA,home_DEF_OVA,away_Total_OVA,away_ATT_OVA,away_MID_OVA,away_DEF_OVA
15,2007-01-14,Thailand,Philippines,Asia,Asia,137,171,2.915114198,3.115816994,4,0,AFF Championship,Bangkok,Thailand,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,62.27488152,62.27488152,62.27488152,62.27488152,56.63507109,56.63507109,56.63507109,56.63507109
16,2007-01-14,Venezuela,Sweden,South America,Europe,73,14,15.07315635,9.415842606,2,0,Friendly,Maracaibo,Venezuela,FALSE,No,Win,,83,,68,,78.8,81.7,80,2007,TRUE,FALSE,FALSE,72.89099526,72.89099526,72.89099526,72.89099526,76,77,75,73
17,2007-01-15,Haiti,Barbados,North America,North America,102,98,12.28658497,11.0638366,2,0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,TRUE,No,Win,,,,63,,,,,2007,TRUE,FALSE,FALSE,68.08056872,68.08056872,68.08056872,68.08056872,68.74407583,68.74407583,68.74407583,68.74407583
18,2007-01-15,Singapore,Laos,Asia,Asia,111,151,2.700759683,3.979948547,11,0,AFF Championship,Singapore,Singapore,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,66.58767773,66.58767773,66.58767773,66.58767773,59.95260664,59.95260664,59.95260664,59.95260664
19,2007-01-15,Vietnam,Indonesia,Asia,Asia,172,153,4.27559124,9.348545347,1,1,AFF Championship,Singapore,Singapore,TRUE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,56.46919431,56.46919431,56.46919431,56.46919431,59.62085308,59.62085308,59.62085308,59.62085308
20,2007-01-16,Myanmar,Philippines,Asia,Asia,154,171,2.218096302,3.115816994,0,0,AFF Championship,Bangkok,Thailand,TRUE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,59.4549763,59.4549763,59.4549763,59.4549763,56.63507109,56.63507109,56.63507109,56.63507109
21,2007-01-16,Thailand,Malaysia,Asia,Asia,137,152,2.915114198,4.708549053,1,0,AFF Championship,Bangkok,Thailand,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,62.27488152,62.27488152,62.27488152,62.27488152,59.78672986,59.78672986,59.78672986,59.78672986
22,2007-01-17,Kuwait,Yemen,Asia,Asia,76,140,5.267411109,8.358633162,1,1,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,72.39336493,72.39336493,72.39336493,72.39336493,61.77725118,61.77725118,61.77725118,61.77725118
23,2007-01-17,Singapore,Indonesia,Asia,Asia,126,149,2.700759683,9.348545347,2,2,AFF Championship,Singapore,Singapore,FALSE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,64.09952607,64.09952607,64.09952607,64.09952607,60.28436019,60.28436019,60.28436019,60.28436019
24,2007-01-17,Trinidad and Tobago,Haiti,South America,North America,87,92,9.285653834,8.394994912,3,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,FALSE,No,Win,70,,62.8,67.7,,,63,,2007,TRUE,FALSE,FALSE,70.56872038,70.56872038,70.56872038,70.56872038,69.73933649,69.73933649,69.73933649,69.73933649
25,2007-01-17,United Arab Emirates,Oman,Asia,Asia,88,84,4.128392762,6.903457145,1,2,Gulf Cup,Abu Dhabi,United Arab Emirates,FALSE,No,Lose,,74,,,,,,,2007,FALSE,FALSE,TRUE,70.4028436,70.4028436,70.4028436,70.4028436,71.06635071,71.06635071,71.06635071,71.06635071
26,2007-01-17,Vietnam,Laos,Asia,Asia,134,150,4.27559124,3.979948547,9,0,AFF Championship,Singapore,Singapore,TRUE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,62.77251185,62.77251185,62.77251185,62.77251185,60.11848341,60.11848341,60.11848341,60.11848341
27,2007-01-18,Cuba,Guyana,North America,South America,48,100,12.43399173,11.20166802,0,0,CFU Caribbean Cup,San Fernando,Trinidad and Tobago,TRUE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,77.03791469,77.03791469,77.03791469,77.03791469,68.41232227,68.41232227,68.41232227,68.41232227
28,2007-01-18,Ecuador,Sweden,South America,Europe,29,14,13.18494767,9.415842606,2,1,Friendly,Cuenca,Ecuador,FALSE,No,Win,65,83,71,74.7,71.8,78.8,81.7,80,2007,TRUE,FALSE,FALSE,70,70,68,67,76,77,75,73
29,2007-01-18,Qatar,Iraq,Asia,Asia,59,82,3.365608177,5.937849908,0,1,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE,No,Lose,,,,,,,,,2007,FALSE,FALSE,TRUE,75.21327014,75.21327014,75.21327014,75.21327014,71.39810427,71.39810427,71.39810427,71.39810427
30,2007-01-18,Saudi Arabia,Bahrain,Asia,Asia,64,97,5.05872321,6.104187909,2,1,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,74.38388626,74.38388626,74.38388626,74.38388626,68.90995261,68.90995261,68.90995261,68.90995261
31,2007-01-20,Kuwait,Oman,Asia,Asia,76,84,5.267411109,6.903457145,1,2,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE,No,Lose,,74,,,,,,,2007,FALSE,FALSE,TRUE,72.39336493,72.39336493,72.39336493,72.39336493,71.06635071,71.06635071,71.06635071,71.06635071
32,2007-01-20,Trinidad and Tobago,Cuba,South America,North America,87,48,9.285653834,11.20722622,3,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,FALSE,No,Win,70,,62.8,67.7,,,,,2007,TRUE,FALSE,FALSE,70.56872038,70.56872038,70.56872038,70.56872038,77.03791469,77.03791469,77.03791469,77.03791469
33,2007-01-20,United Arab Emirates,Yemen,Asia,Asia,88,140,4.128392762,8.358633162,2,1,Gulf Cup,Abu Dhabi,United Arab Emirates,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,70.4028436,70.4028436,70.4028436,70.4028436,61.77725118,61.77725118,61.77725118,61.77725118
34,2007-01-21,Bahrain,Iraq,Asia,Asia,97,82,3.361890117,5.937849908,1,1,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,68.90995261,68.90995261,68.90995261,68.90995261,71.39810427,71.39810427,71.39810427,71.39810427
35,2007-01-21,Ecuador,Sweden,South America,Europe,29,14,13.18494767,9.415842606,1,1,Friendly,Quito,Ecuador,FALSE,No,Draw,65,83,71,74.7,71.8,78.8,81.7,80,2007,FALSE,TRUE,FALSE,70,70,68,67,76,77,75,73
36,2007-01-21,Saudi Arabia,Qatar,Asia,Asia,64,59,5.05872321,5.624309926,1,1,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,74.38388626,74.38388626,74.38388626,74.38388626,75.21327014,75.21327014,75.21327014,75.21327014
37,2007-01-23,Malaysia,Singapore,Asia,Asia,157,126,2.118989946,4.397202477,1,1,AFF Championship,Shah Alam,Malaysia,FALSE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,58.95734597,58.95734597,58.95734597,58.95734597,64.09952607,64.09952607,64.09952607,64.09952607
38,2007-01-23,Oman,Yemen,Asia,Asia,84,140,4.579540164,8.358633162,2,1,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE,No,Win,74,,,,,,,,2007,TRUE,FALSE,FALSE,71.06635071,71.06635071,71.06635071,71.06635071,61.77725118,61.77725118,61.77725118,61.77725118
39,2007-01-23,Trinidad and Tobago,Haiti,South America,North America,87,92,9.285653834,8.394994912,1,2,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,FALSE,No,Lose,70,,62.8,67.7,,,63,,2007,FALSE,FALSE,TRUE,70.56872038,70.56872038,70.56872038,70.56872038,69.73933649,69.73933649,69.73933649,69.73933649
40,2007-01-23,United Arab Emirates,Kuwait,Asia,Asia,88,76,4.128392762,7.144915602,3,2,Gulf Cup,Abu Dhabi,United Arab Emirates,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,70.4028436,70.4028436,70.4028436,70.4028436,72.39336493,72.39336493,72.39336493,72.39336493
41,2007-01-24,Qatar,Bahrain,Asia,Asia,59,97,3.365608177,6.104187909,1,2,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE,No,Lose,,,,,,,,,2007,FALSE,FALSE,TRUE,75.21327014,75.21327014,75.21327014,75.21327014,68.90995261,68.90995261,68.90995261,68.90995261
42,2007-01-24,Saudi Arabia,Iraq,Asia,Asia,64,82,5.05872321,5.937849908,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,74.38388626,74.38388626,74.38388626,74.38388626,71.39810427,71.39810427,71.39810427,71.39810427
43,2007-01-24,Vietnam,Thailand,Asia,Asia,134,124,4.27559124,9.372388271,0,2,AFF Championship,Hanoi,Vietnam,FALSE,No,Lose,,,,,,,,,2007,FALSE,FALSE,TRUE,62.77251185,62.77251185,62.77251185,62.77251185,64.43127962,64.43127962,64.43127962,64.43127962
44,2007-01-27,Oman,Bahrain,Asia,Asia,84,97,4.579540164,6.104187909,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,TRUE,No,Win,74,,,,,,,,2007,TRUE,FALSE,FALSE,71.06635071,71.06635071,71.06635071,71.06635071,68.90995261,68.90995261,68.90995261,68.90995261
45,2007-01-27,Singapore,Malaysia,Asia,Asia,126,157,2.700759683,4.708549053,1,1,AFF Championship,Singapore,Singapore,FALSE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,64.09952607,64.09952607,64.09952607,64.09952607,58.95734597,58.95734597,58.95734597,58.95734597
46,2007-01-27,United Arab Emirates,Saudi Arabia,Asia,Asia,88,64,4.128392762,6.251141873,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,70.4028436,70.4028436,70.4028436,70.4028436,74.38388626,74.38388626,74.38388626,74.38388626
47,2007-01-28,Thailand,Vietnam,Asia,Asia,124,134,2.915114198,10.79536417,0,0,AFF Championship,Bangkok,Thailand,FALSE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,64.43127962,64.43127962,64.43127962,64.43127962,62.77251185,62.77251185,62.77251185,62.77251185
48,2007-01-30,United Arab Emirates,Oman,Asia,Asia,88,84,4.128392762,6.903457145,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,FALSE,No,Win,,74,,,,,,,2007,TRUE,FALSE,FALSE,70.4028436,70.4028436,70.4028436,70.4028436,71.06635071,71.06635071,71.06635071,71.06635071
49,2007-01-31,Panama,Trinidad and Tobago,North America,South America,80,87,9.53134333,7.042210442,2,1,Friendly,Panama City,Panama,FALSE,No,Win,,70,,,,62.8,67.7,,2007,TRUE,FALSE,FALSE,71.72985782,71.72985782,71.72985782,71.72985782,70.56872038,70.56872038,70.56872038,70.56872038
50,2007-01-31,Singapore,Thailand,Asia,Asia,126,124,2.700759683,9.372388271,2,1,AFF Championship,Singapore,Singapore,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,64.09952607,64.09952607,64.09952607,64.09952607,64.43127962,64.43127962,64.43127962,64.43127962
51,2007-02-03,Poland,Estonia,Europe,Europe,25,106,7.119023577,8.592473313,4,0,Friendly,Jerez de la Frontera,Spain,TRUE,No,Win,82,73,75.2,77.7,75,,64,,2007,TRUE,FALSE,FALSE,74,74,71,68,67.41706161,67.41706161,67.41706161,67.41706161
52,2007-02-04,Costa Rica,Trinidad and Tobago,North America,South America,66,87,9.228977026,7.042210442,4,0,Friendly,Alajuela,Costa Rica,FALSE,No,Win,,70,,60.7,,62.8,67.7,,2007,TRUE,FALSE,FALSE,74.0521327,74.0521327,74.0521327,74.0521327,70.56872038,70.56872038,70.56872038,70.56872038
53,2007-02-04,Thailand,Singapore,Asia,Asia,124,126,2.915114198,4.397202477,1,1,AFF Championship,Bangkok,Thailand,FALSE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,64.43127962,64.43127962,64.43127962,64.43127962,64.09952607,64.09952607,64.09952607,64.09952607
54,2007-02-06,Australia,Denmark,Oceania,Europe,39,23,12.8371744,12.4941553,1,3,Friendly,London,England,TRUE,No,Lose,72,78,78.2,81.3,75.2,79.2,80,81.8,2007,FALSE,FALSE,TRUE,76,75,75,73,78,77,78,75
55,2007-02-06,Botswana,Namibia,Africa,Africa,107,115,6.175784069,7.204800966,1,0,Friendly,Gaborone,Botswana,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,67.25118483,67.25118483,67.25118483,67.25118483,65.92417062,65.92417062,65.92417062,65.92417062
56,2007-02-06,Cyprus,Hungary,Europe,Europe,74,61,6.990502657,11.5951499,2,1,Cyprus International Tournament,Limassol,Cyprus,FALSE,No,Win,,76,,72.7,,69.2,69.3,71,2007,TRUE,FALSE,FALSE,72.72511848,72.72511848,72.72511848,72.72511848,68,68,66,67
57,2007-02-06,Greece,Korea Republic,Europe,Asia,16,51,18.8306839,9.205926333,0,1,Friendly,London,England,TRUE,No,Lose,84,76,79.5,79.3,79,78.8,80.3,79,2007,FALSE,FALSE,TRUE,77,77,78,78,76,75,75,75
58,2007-02-06,C척te d'Ivoire,Guinea,Africa,Africa,18,22,13.3434207,8.414156235,1,0,Friendly,Le Havre,France,TRUE,No,Win,68,,79.2,83.7,78.5,71,75,,2007,TRUE,FALSE,FALSE,82.01421801,82.01421801,82.01421801,82.01421801,81.3507109,81.3507109,81.3507109,81.3507109
59,2007-02-06,Latvia,Bulgaria,Europe,Europe,90,42,7.811767962,14.09568866,0,2,Cyprus International Tournament,Larnaca,Cyprus,TRUE,No,Lose,,75,,,,71.5,81,78,2007,FALSE,FALSE,TRUE,70.07109005,70.07109005,70.07109005,70.07109005,74,74,72,62
60,2007-02-06,Lithuania,Mali,Europe,Africa,68,36,9.273348576,7.405893292,1,3,Friendly,La Courneuve,France,TRUE,No,Lose,,62,,,62.8,75,75.3,80.2,2007,FALSE,FALSE,TRUE,73.72037915,73.72037915,73.72037915,73.72037915,79.02843602,79.02843602,79.02843602,79.02843602
61,2007-02-06,Nigeria,Ghana,Africa,Africa,9,28,9.294665268,8.367141181,1,4,Friendly,Brentford,England,TRUE,No,Lose,78,66,78.2,82,76.2,76.5,75.7,79.2,2007,FALSE,FALSE,TRUE,78,79,68,77,80.35545024,80.35545024,80.35545024,80.35545024
62,2007-02-06,Northern Ireland,Wales,Europe,Europe,47,74,9.130863906,16.95521588,0,0,Friendly,Belfast,Northern Ireland,FALSE,No,Draw,75,73,70.5,68.3,71.8,74.2,76.7,79.5,2007,FALSE,TRUE,FALSE,69,64,68,65,72,77,70,68
63,2007-02-06,Portugal,Brazil,Europe,South America,8,1,15.14882093,14.87664017,2,0,Friendly,London,England,TRUE,No,Win,81,88,83.8,86.3,84.2,88,89.3,87.5,2007,TRUE,FALSE,FALSE,81,78,81,80,85,84,84,85
64,2007-02-07,Albania,North Macedonia,Europe,Europe,86,54,8.719796563,13.95642292,0,1,Friendly,Shkod챘r,Albania,FALSE,No,Lose,,76,,69.7,74.8,72.8,69,,2007,FALSE,FALSE,TRUE,70.73459716,70.73459716,70.73459716,70.73459716,76.04265403,76.04265403,76.04265403,76.04265403
65,2007-02-07,Algeria,Libya,Africa,Africa,78,98,11.33653163,7.669264989,2,1,Friendly,Algiers,Algeria,FALSE,No,Win,,,70,72,66.2,,,,2007,TRUE,FALSE,FALSE,72.06161137,72.06161137,72.06161137,72.06161137,68.74407583,68.74407583,68.74407583,68.74407583
66,2007-02-07,Andorra,Armenia,Europe,Europe,165,123,0.385982891,13.14166771,0,0,Friendly,Sant Juli횪 de L챵ria,Andorra,FALSE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,57.63033175,57.63033175,57.63033175,57.63033175,64.5971564,64.5971564,64.5971564,64.5971564
67,2007-02-07,Belgium,Czech Republic,Europe,Europe,53,10,11.93856341,11.16638544,0,2,Friendly,Brussels,Belgium,FALSE,No,Lose,74,89,80.2,77,75.5,80.2,79.7,83.5,2007,FALSE,FALSE,TRUE,75,74,72,75,83.34123223,83.34123223,83.34123223,83.34123223
68,2007-02-07,China PR,Kazakhstan,Asia,Europe,83,142,5.668417037,12.48832157,2,1,Friendly,Guangzhou,China PR,FALSE,No,Win,65,,71,67,68.2,,,,2007,TRUE,FALSE,FALSE,68,68,66,66,61.44549763,61.44549763,61.44549763,61.44549763
69,2007-02-07,Colombia,Uruguay,South America,South America,34,30,18.33436914,11.86959178,1,3,Friendly,C첬cuta,Colombia,FALSE,No,Lose,87,77,80.5,78,76.5,75.8,82,80,2007,FALSE,FALSE,TRUE,79.36018957,79.36018957,79.36018957,79.36018957,77,78,72,73
70,2007-02-07,Croatia,Norway,Europe,Europe,15,50,16.23480499,11.37499488,2,1,Friendly,Rijeka,Croatia,FALSE,No,Win,77,75,79.5,83.3,76.8,76.8,77,77,2007,TRUE,FALSE,FALSE,77,79,73,75,75,74,74,73
71,2007-02-07,Cyprus,Bulgaria,Europe,Europe,74,42,6.990502657,14.09568866,0,3,Cyprus International Tournament,Nicosia,Cyprus,FALSE,No,Lose,,75,,72.7,,71.5,81,78,2007,FALSE,FALSE,TRUE,72.72511848,72.72511848,72.72511848,72.72511848,74,74,72,62
72,2007-02-07,Egypt,Sweden,Africa,Europe,19,14,7.937809268,9.415842606,2,0,Friendly,Cairo,Egypt,FALSE,No,Win,67,83,,72.3,69,78.8,81.7,80,2007,TRUE,FALSE,FALSE,81.84834123,81.84834123,81.84834123,81.84834123,76,77,75,73
73,2007-02-07,England,Spain,Europe,Europe,6,12,14.33482132,10.06750865,0,1,Friendly,Manchester,England,FALSE,No,Lose,86,89,87,87.3,88,85.2,87.3,86.2,2007,FALSE,FALSE,TRUE,85,84,83,82,85,85,84,81
74,2007-02-07,France,Argentina,Europe,South America,4,3,10.80040126,14.67287914,0,1,Friendly,Saint-Denis,France,FALSE,No,Lose,92,84,86,88.3,85.2,85.5,86.7,85.2,2007,FALSE,FALSE,TRUE,85,86,82,83,83,83,79,80
75,2007-02-07,Georgia,Turkey,Europe,Europe,95,27,8.502397819,11.26761779,1,0,Friendly,Tbilisi,Georgia,FALSE,No,Win,,84,75.5,72.7,,75.5,82.3,82.8,2007,TRUE,FALSE,FALSE,69.24170616,69.24170616,69.24170616,69.24170616,79,80,76,74
76,2007-02-07,Germany,Switzerland,Europe,Europe,5,17,16.63768464,11.81811119,3,1,Friendly,D체sseldorf,Germany,FALSE,No,Win,88,73,85.5,85.3,86,79.5,79.3,77,2007,TRUE,FALSE,FALSE,84,82,80,83,76,76,74,77
77,2007-02-07,IR Iran,Belarus,Asia,Europe,37,70,9.1180762,9.687829486,2,2,Friendly,Tehran,IR Iran,FALSE,No,Draw,,,,,70,,,,2007,FALSE,TRUE,FALSE,78.86255924,78.86255924,78.86255924,78.86255924,73.38862559,73.38862559,73.38862559,73.38862559
78,2007-02-07,Israel,Ukraine,Europe,Europe,44,13,14.20605752,11.73661807,1,1,Friendly,Ramat-Gan,Israel,FALSE,No,Draw,74,82,,,,69.8,80.3,73.2,2007,FALSE,TRUE,FALSE,77.7014218,77.7014218,77.7014218,77.7014218,75,76,73,66
79,2007-02-07,Latvia,Hungary,Europe,Europe,90,61,7.811767962,11.5951499,0,2,Cyprus International Tournament,Limassol,Cyprus,TRUE,No,Lose,,76,,,,69.2,69.3,71,2007,FALSE,FALSE,TRUE,70.07109005,70.07109005,70.07109005,70.07109005,68,68,66,67
80,2007-02-07,Luxembourg,Gambia,Europe,Africa,186,135,3.848478183,13.31704297,2,1,Friendly,Hesperange,Luxembourg,FALSE,No,Win,,65,,,,,64.3,,2007,TRUE,FALSE,FALSE,54.14691943,54.14691943,54.14691943,54.14691943,62.60663507,62.60663507,62.60663507,62.60663507
81,2007-02-07,Malta,Austria,Europe,Europe,118,65,2.91988768,12.0137206,1,1,Friendly,Attard,Malta,FALSE,No,Draw,,79,,,,75.8,75.3,73.5,2007,FALSE,TRUE,FALSE,65.42654028,65.42654028,65.42654028,65.42654028,73,70,67,72
82,2007-02-07,Morocco,Tunisia,Africa,Africa,42,32,5.730201274,7.873085296,1,1,Friendly,Casablanca,Morocco,FALSE,No,Draw,76,69,74,77.7,72.2,73.8,72.3,69.5,2007,FALSE,TRUE,FALSE,78.03317536,78.03317536,78.03317536,78.03317536,69,67,65,71
83,2007-02-07,Netherlands,Russia,Europe,Europe,7,24,17.73894274,15.09061311,4,1,Friendly,Amsterdam,Netherlands,FALSE,No,Win,87,86,82.8,86.3,86.2,79,80,79,2007,TRUE,FALSE,FALSE,83.83886256,83.83886256,83.83886256,83.83886256,78,79,76,77
84,2007-02-07,Poland,Slovakia,Europe,Europe,25,37,7.119023577,11.35183503,2,2,Friendly,Jerez de la Frontera,Spain,TRUE,No,Draw,82,70,75.2,77.7,75,71.2,79,73.8,2007,FALSE,TRUE,FALSE,74,74,71,68,78.86255924,78.86255924,78.86255924,78.86255924
85,2007-02-07,Romania,Moldova,Europe,Europe,20,85,10.82084033,10.35966153,2,0,Friendly,Bucharest,Romania,FALSE,No,Win,74,,78.2,80.7,74.2,,,,2007,TRUE,FALSE,FALSE,73,74,69,72,70.90047393,70.90047393,70.90047393,70.90047393
86,2007-02-07,San Marino,Republic of Ireland,Europe,Europe,195,49,2.770704746,12.95235555,1,2,UEFA Euro qualification,Serravalle,San Marino,FALSE,No,Lose,,84,,,,76,77.7,79.2,2007,FALSE,FALSE,TRUE,52.65402844,52.65402844,52.65402844,52.65402844,76,74,73,76
87,2007-02-07,Senegal,Benin,Africa,Africa,41,115,8.933905026,9.647618399,2,1,Friendly,Rouen,France,TRUE,No,Win,78,,77,79.3,77,,,,2007,TRUE,FALSE,FALSE,78.19905213,78.19905213,78.19905213,78.19905213,65.92417062,65.92417062,65.92417062,65.92417062
